"","state","regiao","date","casosNovos","obitosNovos","confirmed","deaths","estimated_population_2019","city_ibge_code"
"555","CE","Nordeste","2020-03-14",0,0,0,0,9132078,23
"556","CE","Nordeste","2020-03-15",0,0,0,0,9132078,23
"557","CE","Nordeste","2020-03-16",0,0,0,0,9132078,23
"558","CE","Nordeste","2020-03-17",5,0,5,0,9132078,23
"559","CE","Nordeste","2020-03-18",4,0,9,0,9132078,23
"560","CE","Nordeste","2020-03-19",11,0,20,0,9132078,23
"561","CE","Nordeste","2020-03-20",35,0,55,0,9132078,23
"562","CE","Nordeste","2020-03-21",13,0,68,0,9132078,23
"563","CE","Nordeste","2020-03-22",44,0,112,0,9132078,23
"564","CE","Nordeste","2020-03-23",51,0,163,0,9132078,23
"565","CE","Nordeste","2020-03-24",19,0,182,0,9132078,23
"566","CE","Nordeste","2020-03-25",18,0,200,0,9132078,23
"567","CE","Nordeste","2020-03-26",35,3,235,3,9132078,23
"568","CE","Nordeste","2020-03-27",47,0,282,3,9132078,23
"569","CE","Nordeste","2020-03-28",32,1,314,4,9132078,23
"570","CE","Nordeste","2020-03-29",34,1,348,5,9132078,23
"571","CE","Nordeste","2020-03-30",24,0,372,5,9132078,23
"572","CE","Nordeste","2020-03-31",18,2,390,7,9132078,23
"573","CE","Nordeste","2020-04-01",54,1,444,8,9132078,23
"574","CE","Nordeste","2020-04-02",106,12,550,20,9132078,23
"575","CE","Nordeste","2020-04-03",77,2,627,22,9132078,23
"576","CE","Nordeste","2020-04-04",103,0,730,22,9132078,23
"577","CE","Nordeste","2020-04-05",93,4,823,26,9132078,23
"578","CE","Nordeste","2020-04-06",190,3,1013,29,9132078,23
"579","CE","Nordeste","2020-04-07",38,2,1051,31,9132078,23
"580","CE","Nordeste","2020-04-08",240,12,1291,43,9132078,23
"581","CE","Nordeste","2020-04-09",134,12,1425,55,9132078,23
"582","CE","Nordeste","2020-04-10",53,3,1478,58,9132078,23
"583","CE","Nordeste","2020-04-11",104,9,1582,67,9132078,23
"584","CE","Nordeste","2020-04-12",94,7,1676,74,9132078,23
"585","CE","Nordeste","2020-04-13",124,17,1800,91,9132078,23
"586","CE","Nordeste","2020-04-14",205,16,2005,107,9132078,23
"587","CE","Nordeste","2020-04-15",152,9,2157,116,9132078,23
"588","CE","Nordeste","2020-04-16",229,8,2386,124,9132078,23
"589","CE","Nordeste","2020-04-17",298,25,2684,149,9132078,23
"590","CE","Nordeste","2020-04-18",350,27,3034,176,9132078,23
"591","CE","Nordeste","2020-04-19",218,10,3252,186,9132078,23
"592","CE","Nordeste","2020-04-20",230,12,3482,198,9132078,23
"593","CE","Nordeste","2020-04-21",234,17,3716,215,9132078,23
"594","CE","Nordeste","2020-04-22",194,18,3910,233,9132078,23
"595","CE","Nordeste","2020-04-23",688,33,4598,266,9132078,23
"596","CE","Nordeste","2020-04-24",202,18,4800,284,9132078,23
"597","CE","Nordeste","2020-04-25",621,26,5421,310,9132078,23
"598","CE","Nordeste","2020-04-26",412,17,5833,327,9132078,23
"599","CE","Nordeste","2020-04-27",893,63,6726,390,9132078,23
"600","CE","Nordeste","2020-04-28",192,13,6918,403,9132078,23
"601","CE","Nordeste","2020-04-29",349,38,7267,441,9132078,23
"602","CE","Nordeste","2020-04-30",339,41,7606,482,9132078,23
"603","CE","Nordeste","2020-05-01",273,23,7879,505,9132078,23
"604","CE","Nordeste","2020-05-02",352,109,8231,614,9132078,23
"605","CE","Nordeste","2020-05-03",139,49,8370,663,9132078,23
"606","CE","Nordeste","2020-05-04",2670,49,11040,712,9132078,23
"607","CE","Nordeste","2020-05-05",430,83,11470,795,9132078,23
"608","CE","Nordeste","2020-05-06",834,53,12304,848,9132078,23
"609","CE","Nordeste","2020-05-07",1584,55,13888,903,9132078,23
"610","CE","Nordeste","2020-05-08",1068,63,14956,966,9132078,23
"611","CE","Nordeste","2020-05-09",923,96,15879,1062,9132078,23
"612","CE","Nordeste","2020-05-10",813,52,16692,1114,9132078,23
"613","DF","Centro-Oeste","2020-01-30",0,0,0,0,3015268,53
"614","DF","Centro-Oeste","2020-01-31",0,0,0,0,3015268,53
"615","DF","Centro-Oeste","2020-02-01",0,0,0,0,3015268,53
"616","DF","Centro-Oeste","2020-02-02",0,0,0,0,3015268,53
"617","DF","Centro-Oeste","2020-02-03",0,0,0,0,3015268,53
"618","DF","Centro-Oeste","2020-02-04",0,0,0,0,3015268,53
"619","DF","Centro-Oeste","2020-02-05",0,0,0,0,3015268,53
"620","DF","Centro-Oeste","2020-02-06",0,0,0,0,3015268,53
"621","DF","Centro-Oeste","2020-02-07",0,0,0,0,3015268,53
"622","DF","Centro-Oeste","2020-02-08",0,0,0,0,3015268,53
"623","DF","Centro-Oeste","2020-02-09",0,0,0,0,3015268,53
"624","DF","Centro-Oeste","2020-02-10",0,0,0,0,3015268,53
"625","DF","Centro-Oeste","2020-02-11",0,0,0,0,3015268,53
"626","DF","Centro-Oeste","2020-02-12",0,0,0,0,3015268,53
"627","DF","Centro-Oeste","2020-02-13",0,0,0,0,3015268,53
"628","DF","Centro-Oeste","2020-02-14",0,0,0,0,3015268,53
"629","DF","Centro-Oeste","2020-02-15",0,0,0,0,3015268,53
"630","DF","Centro-Oeste","2020-02-16",0,0,0,0,3015268,53
"631","DF","Centro-Oeste","2020-02-17",0,0,0,0,3015268,53
"632","DF","Centro-Oeste","2020-02-18",0,0,0,0,3015268,53
"633","DF","Centro-Oeste","2020-02-19",0,0,0,0,3015268,53
"634","DF","Centro-Oeste","2020-02-20",0,0,0,0,3015268,53
"635","DF","Centro-Oeste","2020-02-21",0,0,0,0,3015268,53
"636","DF","Centro-Oeste","2020-02-22",0,0,0,0,3015268,53
"637","DF","Centro-Oeste","2020-02-23",0,0,0,0,3015268,53
"638","DF","Centro-Oeste","2020-02-24",0,0,0,0,3015268,53
"639","DF","Centro-Oeste","2020-02-25",0,0,0,0,3015268,53
"640","DF","Centro-Oeste","2020-02-26",0,0,0,0,3015268,53
"641","DF","Centro-Oeste","2020-02-27",0,0,0,0,3015268,53
"642","DF","Centro-Oeste","2020-02-28",0,0,0,0,3015268,53
"643","DF","Centro-Oeste","2020-02-29",0,0,0,0,3015268,53
"644","DF","Centro-Oeste","2020-03-01",0,0,0,0,3015268,53
"645","DF","Centro-Oeste","2020-03-02",0,0,0,0,3015268,53
"646","DF","Centro-Oeste","2020-03-03",0,0,0,0,3015268,53
"647","DF","Centro-Oeste","2020-03-04",0,0,0,0,3015268,53
"648","DF","Centro-Oeste","2020-03-05",0,0,0,0,3015268,53
"649","DF","Centro-Oeste","2020-03-06",0,0,0,0,3015268,53
"650","DF","Centro-Oeste","2020-03-07",1,0,1,0,3015268,53
"651","DF","Centro-Oeste","2020-03-08",0,0,1,0,3015268,53
"652","DF","Centro-Oeste","2020-03-09",0,0,1,0,3015268,53
"653","DF","Centro-Oeste","2020-03-10",0,0,1,0,3015268,53
"654","DF","Centro-Oeste","2020-03-11",1,0,2,0,3015268,53
"655","DF","Centro-Oeste","2020-03-12",0,0,2,0,3015268,53
"656","DF","Centro-Oeste","2020-03-13",0,0,2,0,3015268,53
"657","DF","Centro-Oeste","2020-03-14",4,0,6,0,3015268,53
"658","DF","Centro-Oeste","2020-03-15",2,0,8,0,3015268,53
"659","DF","Centro-Oeste","2020-03-16",5,0,13,0,3015268,53
"660","DF","Centro-Oeste","2020-03-17",9,0,22,0,3015268,53
"661","DF","Centro-Oeste","2020-03-18",4,0,26,0,3015268,53
"662","DF","Centro-Oeste","2020-03-19",16,0,42,0,3015268,53
"663","DF","Centro-Oeste","2020-03-20",45,0,87,0,3015268,53
"664","DF","Centro-Oeste","2020-03-21",13,0,100,0,3015268,53
"665","DF","Centro-Oeste","2020-03-22",17,0,117,0,3015268,53
"666","DF","Centro-Oeste","2020-03-23",16,0,133,0,3015268,53
"667","DF","Centro-Oeste","2020-03-24",27,0,160,0,3015268,53
"668","DF","Centro-Oeste","2020-03-25",0,0,160,0,3015268,53
"669","DF","Centro-Oeste","2020-03-26",40,0,200,0,3015268,53
"670","DF","Centro-Oeste","2020-03-27",30,0,230,0,3015268,53
"671","DF","Centro-Oeste","2020-03-28",30,0,260,0,3015268,53
"672","DF","Centro-Oeste","2020-03-29",29,1,289,1,3015268,53
"673","DF","Centro-Oeste","2020-03-30",23,0,312,1,3015268,53
"674","DF","Centro-Oeste","2020-03-31",20,2,332,3,3015268,53
"675","DF","Centro-Oeste","2020-04-01",23,0,355,3,3015268,53
"676","DF","Centro-Oeste","2020-04-02",15,1,370,4,3015268,53
"677","DF","Centro-Oeste","2020-04-03",32,1,402,5,3015268,53
"678","DF","Centro-Oeste","2020-04-04",52,2,454,7,3015268,53
"679","DF","Centro-Oeste","2020-04-05",14,0,468,7,3015268,53
"680","DF","Centro-Oeste","2020-04-06",5,3,473,10,3015268,53
"681","DF","Centro-Oeste","2020-04-07",19,2,492,12,3015268,53
"682","DF","Centro-Oeste","2020-04-08",17,0,509,12,3015268,53
"683","DF","Centro-Oeste","2020-04-09",18,1,527,13,3015268,53
"684","DF","Centro-Oeste","2020-04-10",28,1,555,14,3015268,53
"685","DF","Centro-Oeste","2020-04-11",24,0,579,14,3015268,53
"686","DF","Centro-Oeste","2020-04-12",35,0,614,14,3015268,53
"687","DF","Centro-Oeste","2020-04-13",24,1,638,15,3015268,53
"688","DF","Centro-Oeste","2020-04-14",13,2,651,17,3015268,53
"689","DF","Centro-Oeste","2020-04-15",31,0,682,17,3015268,53
"690","DF","Centro-Oeste","2020-04-16",34,3,716,20,3015268,53
"691","DF","Centro-Oeste","2020-04-17",30,0,746,20,3015268,53
"692","DF","Centro-Oeste","2020-04-18",16,4,762,24,3015268,53
"693","DF","Centro-Oeste","2020-04-19",65,0,827,24,3015268,53
"694","DF","Centro-Oeste","2020-04-20",45,0,872,24,3015268,53
"695","DF","Centro-Oeste","2020-04-21",9,0,881,24,3015268,53
"696","DF","Centro-Oeste","2020-04-22",65,1,946,25,3015268,53
"697","DF","Centro-Oeste","2020-04-23",17,0,963,25,3015268,53
"698","DF","Centro-Oeste","2020-04-24",26,1,989,26,3015268,53
"699","DF","Centro-Oeste","2020-04-25",24,0,1013,26,3015268,53
"700","DF","Centro-Oeste","2020-04-26",53,1,1066,27,3015268,53
"701","DF","Centro-Oeste","2020-04-27",80,0,1146,27,3015268,53
"702","DF","Centro-Oeste","2020-04-28",67,1,1213,28,3015268,53
"703","DF","Centro-Oeste","2020-04-29",62,0,1275,28,3015268,53
"704","DF","Centro-Oeste","2020-04-30",81,2,1356,30,3015268,53
"705","DF","Centro-Oeste","2020-05-01",110,0,1466,30,3015268,53
"706","DF","Centro-Oeste","2020-05-02",100,1,1566,31,3015268,53
"707","DF","Centro-Oeste","2020-05-03",83,2,1649,33,3015268,53
"708","DF","Centro-Oeste","2020-05-04",119,0,1768,33,3015268,53
"709","DF","Centro-Oeste","2020-05-05",50,0,1818,33,3015268,53
"710","DF","Centro-Oeste","2020-05-06",88,1,1906,34,3015268,53
"711","DF","Centro-Oeste","2020-05-07",352,1,2258,35,3015268,53
"712","DF","Centro-Oeste","2020-05-08",184,2,2442,37,3015268,53
"713","DF","Centro-Oeste","2020-05-09",134,2,2576,39,3015268,53
"714","DF","Centro-Oeste","2020-05-10",106,3,2682,42,3015268,53
"715","ES","Sudeste","2020-01-30",0,0,0,0,4018650,32
"716","ES","Sudeste","2020-01-31",0,0,0,0,4018650,32
"717","ES","Sudeste","2020-02-01",0,0,0,0,4018650,32
"718","ES","Sudeste","2020-02-02",0,0,0,0,4018650,32
"719","ES","Sudeste","2020-02-03",0,0,0,0,4018650,32
"720","ES","Sudeste","2020-02-04",0,0,0,0,4018650,32
"721","ES","Sudeste","2020-02-05",0,0,0,0,4018650,32
"722","ES","Sudeste","2020-02-06",0,0,0,0,4018650,32
"723","ES","Sudeste","2020-02-07",0,0,0,0,4018650,32
"724","ES","Sudeste","2020-02-08",0,0,0,0,4018650,32
"725","ES","Sudeste","2020-02-09",0,0,0,0,4018650,32
"726","ES","Sudeste","2020-02-10",0,0,0,0,4018650,32
"727","ES","Sudeste","2020-02-11",0,0,0,0,4018650,32
"728","ES","Sudeste","2020-02-12",0,0,0,0,4018650,32
"729","ES","Sudeste","2020-02-13",0,0,0,0,4018650,32
"730","ES","Sudeste","2020-02-14",0,0,0,0,4018650,32
"731","ES","Sudeste","2020-02-15",0,0,0,0,4018650,32
"732","ES","Sudeste","2020-02-16",0,0,0,0,4018650,32
"733","ES","Sudeste","2020-02-17",0,0,0,0,4018650,32
"734","ES","Sudeste","2020-02-18",0,0,0,0,4018650,32
"735","ES","Sudeste","2020-02-19",0,0,0,0,4018650,32
"736","ES","Sudeste","2020-02-20",0,0,0,0,4018650,32
"737","ES","Sudeste","2020-02-21",0,0,0,0,4018650,32
"738","ES","Sudeste","2020-02-22",0,0,0,0,4018650,32
"739","ES","Sudeste","2020-02-23",0,0,0,0,4018650,32
"740","ES","Sudeste","2020-02-24",0,0,0,0,4018650,32
"741","ES","Sudeste","2020-02-25",0,0,0,0,4018650,32
"742","ES","Sudeste","2020-02-26",0,0,0,0,4018650,32
"743","ES","Sudeste","2020-02-27",0,0,0,0,4018650,32
"744","ES","Sudeste","2020-02-28",0,0,0,0,4018650,32
"745","ES","Sudeste","2020-02-29",0,0,0,0,4018650,32
"746","ES","Sudeste","2020-03-01",0,0,0,0,4018650,32
"747","ES","Sudeste","2020-03-02",0,0,0,0,4018650,32
"748","ES","Sudeste","2020-03-03",0,0,0,0,4018650,32
"749","ES","Sudeste","2020-03-04",0,0,0,0,4018650,32
"750","ES","Sudeste","2020-03-05",0,0,0,0,4018650,32
"751","ES","Sudeste","2020-03-06",1,0,1,0,4018650,32
"752","ES","Sudeste","2020-03-07",0,0,1,0,4018650,32
"753","ES","Sudeste","2020-03-08",0,0,1,0,4018650,32
"754","ES","Sudeste","2020-03-09",0,0,1,0,4018650,32
"755","ES","Sudeste","2020-03-10",0,0,1,0,4018650,32
"756","ES","Sudeste","2020-03-11",0,0,1,0,4018650,32
"757","ES","Sudeste","2020-03-12",0,0,1,0,4018650,32
"758","ES","Sudeste","2020-03-13",0,0,1,0,4018650,32
"759","ES","Sudeste","2020-03-14",0,0,1,0,4018650,32
"760","ES","Sudeste","2020-03-15",0,0,1,0,4018650,32
"761","ES","Sudeste","2020-03-16",0,0,1,0,4018650,32
"762","ES","Sudeste","2020-03-17",0,0,1,0,4018650,32
"763","ES","Sudeste","2020-03-18",8,0,9,0,4018650,32
"764","ES","Sudeste","2020-03-19",2,0,11,0,4018650,32
"765","ES","Sudeste","2020-03-20",2,0,13,0,4018650,32
"766","ES","Sudeste","2020-03-21",13,0,26,0,4018650,32
"767","ES","Sudeste","2020-03-22",0,0,26,0,4018650,32
"768","ES","Sudeste","2020-03-23",3,0,29,0,4018650,32
"769","ES","Sudeste","2020-03-24",4,0,33,0,4018650,32
"770","ES","Sudeste","2020-03-25",6,0,39,0,4018650,32
"771","ES","Sudeste","2020-03-26",0,0,39,0,4018650,32
"772","ES","Sudeste","2020-03-27",8,0,47,0,4018650,32
"773","ES","Sudeste","2020-03-28",6,0,53,0,4018650,32
"774","ES","Sudeste","2020-03-29",7,0,60,0,4018650,32
"775","ES","Sudeste","2020-03-30",12,0,72,0,4018650,32
"776","ES","Sudeste","2020-03-31",12,0,84,0,4018650,32
"777","ES","Sudeste","2020-04-01",12,0,96,0,4018650,32
"778","ES","Sudeste","2020-04-02",24,1,120,1,4018650,32
"779","ES","Sudeste","2020-04-03",19,3,139,4,4018650,32
"780","ES","Sudeste","2020-04-04",14,1,153,5,4018650,32
"781","ES","Sudeste","2020-04-05",13,1,166,6,4018650,32
"782","ES","Sudeste","2020-04-06",28,0,194,6,4018650,32
"783","ES","Sudeste","2020-04-07",15,0,209,6,4018650,32
"784","ES","Sudeste","2020-04-08",18,0,227,6,4018650,32
"785","ES","Sudeste","2020-04-09",46,0,273,6,4018650,32
"786","ES","Sudeste","2020-04-10",27,1,300,7,4018650,32
"787","ES","Sudeste","2020-04-11",49,2,349,9,4018650,32
"788","ES","Sudeste","2020-04-12",34,0,383,9,4018650,32
"789","ES","Sudeste","2020-04-13",47,5,430,14,4018650,32
"790","ES","Sudeste","2020-04-14",33,3,463,17,4018650,32
"791","ES","Sudeste","2020-04-15",94,1,557,18,4018650,32
"792","ES","Sudeste","2020-04-16",197,4,754,22,4018650,32
"793","ES","Sudeste","2020-04-17",102,3,856,25,4018650,32
"794","ES","Sudeste","2020-04-18",96,3,952,28,4018650,32
"795","ES","Sudeste","2020-04-19",147,2,1099,30,4018650,32
"796","ES","Sudeste","2020-04-20",69,3,1168,33,4018650,32
"797","ES","Sudeste","2020-04-21",44,1,1212,34,4018650,32
"798","ES","Sudeste","2020-04-22",101,0,1313,34,4018650,32
"799","ES","Sudeste","2020-04-23",50,8,1363,42,4018650,32
"800","ES","Sudeste","2020-04-24",18,0,1381,42,4018650,32
"801","ES","Sudeste","2020-04-25",214,5,1595,47,4018650,32
"802","ES","Sudeste","2020-04-26",108,4,1703,51,4018650,32
"803","ES","Sudeste","2020-04-27",93,6,1796,57,4018650,32
"804","ES","Sudeste","2020-04-28",78,7,1874,64,4018650,32
"805","ES","Sudeste","2020-04-29",233,12,2107,76,4018650,32
"806","ES","Sudeste","2020-04-30",358,7,2465,83,4018650,32
"807","ES","Sudeste","2020-05-01",197,13,2662,96,4018650,32
"808","ES","Sudeste","2020-05-02",286,6,2948,102,4018650,32
"809","ES","Sudeste","2020-05-03",138,12,3086,114,4018650,32
"810","ES","Sudeste","2020-05-04",140,8,3226,122,4018650,32
"811","ES","Sudeste","2020-05-05",176,11,3402,133,4018650,32
"812","ES","Sudeste","2020-05-06",166,12,3568,145,4018650,32
"813","ES","Sudeste","2020-05-07",270,10,3838,155,4018650,32
"814","ES","Sudeste","2020-05-08",404,10,4242,165,4018650,32
"815","ES","Sudeste","2020-05-09",170,7,4412,172,4018650,32
"816","ES","Sudeste","2020-05-10",187,9,4599,181,4018650,32
"817","GO","Centro-Oeste","2020-01-30",0,0,0,0,7018354,52
"818","GO","Centro-Oeste","2020-01-31",0,0,0,0,7018354,52
"819","GO","Centro-Oeste","2020-02-01",0,0,0,0,7018354,52
"820","GO","Centro-Oeste","2020-02-02",0,0,0,0,7018354,52
"821","GO","Centro-Oeste","2020-02-03",0,0,0,0,7018354,52
"822","GO","Centro-Oeste","2020-02-04",0,0,0,0,7018354,52
"823","GO","Centro-Oeste","2020-02-05",0,0,0,0,7018354,52
"824","GO","Centro-Oeste","2020-02-06",0,0,0,0,7018354,52
"825","GO","Centro-Oeste","2020-02-07",0,0,0,0,7018354,52
"826","GO","Centro-Oeste","2020-02-08",0,0,0,0,7018354,52
"827","GO","Centro-Oeste","2020-02-09",0,0,0,0,7018354,52
"828","GO","Centro-Oeste","2020-02-10",0,0,0,0,7018354,52
"829","GO","Centro-Oeste","2020-02-11",0,0,0,0,7018354,52
"830","GO","Centro-Oeste","2020-02-12",0,0,0,0,7018354,52
"831","GO","Centro-Oeste","2020-02-13",0,0,0,0,7018354,52
"832","GO","Centro-Oeste","2020-02-14",0,0,0,0,7018354,52
"833","GO","Centro-Oeste","2020-02-15",0,0,0,0,7018354,52
"834","GO","Centro-Oeste","2020-02-16",0,0,0,0,7018354,52
"835","GO","Centro-Oeste","2020-02-17",0,0,0,0,7018354,52
"836","GO","Centro-Oeste","2020-02-18",0,0,0,0,7018354,52
"837","GO","Centro-Oeste","2020-02-19",0,0,0,0,7018354,52
"838","GO","Centro-Oeste","2020-02-20",0,0,0,0,7018354,52
"839","GO","Centro-Oeste","2020-02-21",0,0,0,0,7018354,52
"840","GO","Centro-Oeste","2020-02-22",0,0,0,0,7018354,52
"841","GO","Centro-Oeste","2020-02-23",0,0,0,0,7018354,52
"842","GO","Centro-Oeste","2020-02-24",0,0,0,0,7018354,52
"843","GO","Centro-Oeste","2020-02-25",0,0,0,0,7018354,52
"844","GO","Centro-Oeste","2020-02-26",0,0,0,0,7018354,52
"845","GO","Centro-Oeste","2020-02-27",0,0,0,0,7018354,52
"846","GO","Centro-Oeste","2020-02-28",0,0,0,0,7018354,52
"847","GO","Centro-Oeste","2020-02-29",0,0,0,0,7018354,52
"848","GO","Centro-Oeste","2020-03-01",0,0,0,0,7018354,52
"849","GO","Centro-Oeste","2020-03-02",0,0,0,0,7018354,52
"850","GO","Centro-Oeste","2020-03-03",0,0,0,0,7018354,52
"851","GO","Centro-Oeste","2020-03-04",0,0,0,0,7018354,52
"852","GO","Centro-Oeste","2020-03-05",0,0,0,0,7018354,52
"853","GO","Centro-Oeste","2020-03-06",0,0,0,0,7018354,52
"854","GO","Centro-Oeste","2020-03-07",0,0,0,0,7018354,52
"855","GO","Centro-Oeste","2020-03-08",0,0,0,0,7018354,52
"856","GO","Centro-Oeste","2020-03-09",0,0,0,0,7018354,52
"857","GO","Centro-Oeste","2020-03-10",0,0,0,0,7018354,52
"858","GO","Centro-Oeste","2020-03-11",0,0,0,0,7018354,52
"859","GO","Centro-Oeste","2020-03-12",0,0,0,0,7018354,52
"860","GO","Centro-Oeste","2020-03-13",3,0,3,0,7018354,52
"861","GO","Centro-Oeste","2020-03-14",0,0,3,0,7018354,52
"862","GO","Centro-Oeste","2020-03-15",0,0,3,0,7018354,52
"863","GO","Centro-Oeste","2020-03-16",0,0,3,0,7018354,52
"864","GO","Centro-Oeste","2020-03-17",3,0,6,0,7018354,52
"865","GO","Centro-Oeste","2020-03-18",2,0,8,0,7018354,52
"866","GO","Centro-Oeste","2020-03-19",4,0,12,0,7018354,52
"867","GO","Centro-Oeste","2020-03-20",3,0,15,0,7018354,52
"868","GO","Centro-Oeste","2020-03-21",5,0,20,0,7018354,52
"869","GO","Centro-Oeste","2020-03-22",1,0,21,0,7018354,52
"870","GO","Centro-Oeste","2020-03-23",2,0,23,0,7018354,52
"871","GO","Centro-Oeste","2020-03-24",4,0,27,0,7018354,52
"872","GO","Centro-Oeste","2020-03-25",2,0,29,0,7018354,52
"873","GO","Centro-Oeste","2020-03-26",10,1,39,1,7018354,52
"874","GO","Centro-Oeste","2020-03-27",10,0,49,1,7018354,52
"875","GO","Centro-Oeste","2020-03-28",7,0,56,1,7018354,52
"876","GO","Centro-Oeste","2020-03-29",2,0,58,1,7018354,52
"877","GO","Centro-Oeste","2020-03-30",3,0,61,1,7018354,52
"878","GO","Centro-Oeste","2020-03-31",4,0,65,1,7018354,52
"879","GO","Centro-Oeste","2020-04-01",6,0,71,1,7018354,52
"880","GO","Centro-Oeste","2020-04-02",2,0,73,1,7018354,52
"881","GO","Centro-Oeste","2020-04-03",15,1,88,2,7018354,52
"882","GO","Centro-Oeste","2020-04-04",15,0,103,2,7018354,52
"883","GO","Centro-Oeste","2020-04-05",12,1,115,3,7018354,52
"884","GO","Centro-Oeste","2020-04-06",4,2,119,5,7018354,52
"885","GO","Centro-Oeste","2020-04-07",14,0,133,5,7018354,52
"886","GO","Centro-Oeste","2020-04-08",25,2,158,7,7018354,52
"887","GO","Centro-Oeste","2020-04-09",21,0,179,7,7018354,52
"888","GO","Centro-Oeste","2020-04-10",12,1,191,8,7018354,52
"889","GO","Centro-Oeste","2020-04-11",18,2,209,10,7018354,52
"890","GO","Centro-Oeste","2020-04-12",20,4,229,14,7018354,52
"891","GO","Centro-Oeste","2020-04-13",4,1,233,15,7018354,52
"892","GO","Centro-Oeste","2020-04-14",51,0,284,15,7018354,52
"893","GO","Centro-Oeste","2020-04-15",20,0,304,15,7018354,52
"894","GO","Centro-Oeste","2020-04-16",14,1,318,16,7018354,52
"895","GO","Centro-Oeste","2020-04-17",17,0,335,16,7018354,52
"896","GO","Centro-Oeste","2020-04-18",43,2,378,18,7018354,52
"897","GO","Centro-Oeste","2020-04-19",15,0,393,18,7018354,52
"898","GO","Centro-Oeste","2020-04-20",10,1,403,19,7018354,52
"899","GO","Centro-Oeste","2020-04-21",18,0,421,19,7018354,52
"900","GO","Centro-Oeste","2020-04-22",17,2,438,21,7018354,52
"901","GO","Centro-Oeste","2020-04-23",15,2,453,23,7018354,52
"902","GO","Centro-Oeste","2020-04-24",33,1,486,24,7018354,52
"903","GO","Centro-Oeste","2020-04-25",20,1,506,25,7018354,52
"904","GO","Centro-Oeste","2020-04-26",67,0,573,25,7018354,52
"905","GO","Centro-Oeste","2020-04-27",43,1,616,26,7018354,52
"906","GO","Centro-Oeste","2020-04-28",45,1,661,27,7018354,52
"907","GO","Centro-Oeste","2020-04-29",44,0,705,27,7018354,52
"908","GO","Centro-Oeste","2020-04-30",76,2,781,29,7018354,52
"909","GO","Centro-Oeste","2020-05-01",27,0,808,29,7018354,52
"910","GO","Centro-Oeste","2020-05-02",17,1,825,30,7018354,52
"911","GO","Centro-Oeste","2020-05-03",25,0,850,30,7018354,52
"912","GO","Centro-Oeste","2020-05-04",11,0,861,30,7018354,52
"913","GO","Centro-Oeste","2020-05-05",61,8,922,38,7018354,52
"914","GO","Centro-Oeste","2020-05-06",102,6,1024,44,7018354,52
"915","GO","Centro-Oeste","2020-05-07",3,0,1027,44,7018354,52
"916","GO","Centro-Oeste","2020-05-08",26,5,1053,49,7018354,52
"917","GO","Centro-Oeste","2020-05-09",16,-2,1069,47,7018354,52
"918","GO","Centro-Oeste","2020-05-10",24,0,1093,47,7018354,52
"919","MA","Nordeste","2020-01-30",0,0,0,0,7075181,21
"920","MA","Nordeste","2020-01-31",0,0,0,0,7075181,21
"921","MA","Nordeste","2020-02-01",0,0,0,0,7075181,21
"922","MA","Nordeste","2020-02-02",0,0,0,0,7075181,21
"923","MA","Nordeste","2020-02-03",0,0,0,0,7075181,21
"924","MA","Nordeste","2020-02-04",0,0,0,0,7075181,21
"925","MA","Nordeste","2020-02-05",0,0,0,0,7075181,21
"926","MA","Nordeste","2020-02-06",0,0,0,0,7075181,21
"927","MA","Nordeste","2020-02-07",0,0,0,0,7075181,21
"928","MA","Nordeste","2020-02-08",0,0,0,0,7075181,21
"929","MA","Nordeste","2020-02-09",0,0,0,0,7075181,21
"930","MA","Nordeste","2020-02-10",0,0,0,0,7075181,21
"931","MA","Nordeste","2020-02-11",0,0,0,0,7075181,21
"932","MA","Nordeste","2020-02-12",0,0,0,0,7075181,21
"933","MA","Nordeste","2020-02-13",0,0,0,0,7075181,21
"934","MA","Nordeste","2020-02-14",0,0,0,0,7075181,21
"935","MA","Nordeste","2020-02-15",0,0,0,0,7075181,21
"936","MA","Nordeste","2020-02-16",0,0,0,0,7075181,21
"937","MA","Nordeste","2020-02-17",0,0,0,0,7075181,21
"938","MA","Nordeste","2020-02-18",0,0,0,0,7075181,21
"939","MA","Nordeste","2020-02-19",0,0,0,0,7075181,21
"940","MA","Nordeste","2020-02-20",0,0,0,0,7075181,21
"941","MA","Nordeste","2020-02-21",0,0,0,0,7075181,21
"942","MA","Nordeste","2020-02-22",0,0,0,0,7075181,21
"943","MA","Nordeste","2020-02-23",0,0,0,0,7075181,21
"944","MA","Nordeste","2020-02-24",0,0,0,0,7075181,21
"945","MA","Nordeste","2020-02-25",0,0,0,0,7075181,21
"946","MA","Nordeste","2020-02-26",0,0,0,0,7075181,21
"947","MA","Nordeste","2020-02-27",0,0,0,0,7075181,21
"948","MA","Nordeste","2020-02-28",0,0,0,0,7075181,21
"949","MA","Nordeste","2020-02-29",0,0,0,0,7075181,21
"950","MA","Nordeste","2020-03-01",0,0,0,0,7075181,21
"951","MA","Nordeste","2020-03-02",0,0,0,0,7075181,21
"952","MA","Nordeste","2020-03-03",0,0,0,0,7075181,21
"953","MA","Nordeste","2020-03-04",0,0,0,0,7075181,21
"954","MA","Nordeste","2020-03-05",0,0,0,0,7075181,21
"955","MA","Nordeste","2020-03-06",0,0,0,0,7075181,21
